Question,Answer,질문날짜,답변날짜
의료급여 장애인 보조기기 지원 절차는 어떻게 되나요? 의료급여 장애인 보조기기 지원 절차는 어떻게 되나요? 관련해서 궁금합니다.,"의료급여 수급권자 중 `장애인복지법`에 따라 등록한 장애인이 보조기기를 지원받고자 하는 경우
보조기기를 구입 전에 반드시 적격여부를 보장기관에서 확인 받아야 
<절차>
관할 동주민센터 또는 구청에 신청서와 구비서류를 제출 후 수급 적격 안내문을 서면 통지 받은 후에
건강보험공단에 등록된 업체에서 구입 후 관할 동주민센터 또는 구청에 청구서와 구비서류를 제출하여
구매 비용을 청구하면 
<제출 서류>
신청서, 처방전, 검사지(처방전과 검사지는 지원되는 보조기기에 따라 제출 여부 달라질 수 있음)",2024-06-26,2024-07-31
국민기초 수급자 장제급여 신청 방법은? 국민기초 수급자 장제급여 신청 방법은? 관련해서 궁금합니다.,"국민기초 생계, 주거, 의료급여 수급자가 사망한 경우 장제를 실제로 행한 자에게 1구당 80만원을 지급한다.
<절차>
시, 군, 구청에 신청서 및 구비서류를 제출(전국 신청 가능) 후 신청일로부터 4일 이내에 지급
<서류>
- 신청서
- 사망진단서 또는 사체검안서 또는 인우증명서(주민등록상 사망신고가 되어 있으면 구비서류 없음)
- 실제 장례 실시 여부 확인 서류(사체의 검안, 운반, 화장 및 매장 등 장제비용 지출 영수증",2024-06-26,2024-07-31
자동차를 매도했는데 자동차세가 왜 또 나오나요? 자동차를 매도했는데 자동차세가 왜 또 나오나요? 관련해서 궁금합니다.,자동차세는 후불제 방식(연납신청자 제외)으로 부과되기 때문에 자동차를 이전한 경우 자동차등록원부상 소유기간만큼 일할계산하여 수시분 자동차세가 부과됩니다.,2024-07-12,2024-07-31
지방세 체납이 있는 상태에서 과오납 환부액이 발생하면 어떻게 처리되나요? 지방세 체납이 있는 상태에서 과오납 환부액이 발생하면 어떻게 처리되나요? 관련해서 궁금합니다.,체납액이 있는 상태에서 과오납 환급액이 발생하였을 때는 먼저 체납액에 충당 후 나머지 세액이 환급됩니다.,2024-07-12,2024-07-31
번호판이 영치되어 자동차를 사용하지 못하고 있는데 그 기간동안의 자동차세를 내야하나요? 번호판이 영치되어 자동차를 사용하지 못하고 있는데 그 기간동안의 자동차세를 내야하나요? 관련해서 궁금합니다.,자동차세는 자동차의 소유에 대한 세금으로 과세기간 중의 실제 운행여부를 불문하고 과세됩니다. 또한 번호판 영치는 자동차세 체납시 납부를 강제하기 위한 것으로 자동차가 영치되어 사용할 수 없다하더라도 자동차관리법에 따라 유효하게 등록된 자동차이면 자동차세가 과세되는 것이 정당합니다.,2024-07-12,2024-07-31
지방세가 체납되었을 경우 과세관청에서 언제부터 압류 가능한가요? 지방세가 체납되었을 경우 과세관청에서 언제부터 압류 가능한가요? 관련해서 궁금합니다.,"납부기한 내에 지방세를 미납하여 독촉장을 발부하였으나 그 독촉 납부기한까지도 납부하지 않는다면
독촉기한 경과 후 언제든지 압류가 가능합니다.",2024-07-12,2024-07-31
재난안전통신밍이란 무엇인가요? 재난안전통신망은 무엇인가요?? 관련해서 궁금합니다.,"재난안전통신망이란, 재난관련 기관들이 사용하는 통신망입니다.
다양한 멀티미디어 기능 제공이 가능한 차세대 통신기술방식(PS-LTE)을 기반으로 재난 관련 기관들의
일원화된 통신망을 구축하여 재난 발생시 현장대응력을 향상시키기 위한 목적으로 만들어졌습니다.
재난안전통신망은, 노후된 통신망 교체와 함께 기관별로 모두 달랐던 통신 방식을 통합하여
전국 단일망을 구축함으로써, 모든 기관의 현장 인력들이 효율적이고 신속하게 대응 및
소통할 수 있도록 하여 재난 상황에서 인명 및 재산 피해를 최소화 하는데 사용 되고 있습니다.
감사합니다.",2024-07-31,2024-07-31
성동구민 생활안전보험 대상자 안내 성동구민 생활안전보험의 대상자는 누구인가요? 관련해서 궁금합니다.,"성동구민 생활안전보험은 성동구에 주민등록 되어있는 모든 구민을 대상으로 운영되고 있습니다.
성동구민인 경우 보험에 자동가입되며, 국내에서 상해사고로 발생한 의료비 급여항목 중 100만원 한도 내에서
본인부담금을 지급해 드리고 있습니다. 성동구에서는 2022년부터 구민생활안전보험을 운영하고 있으며,
보험의 청구는 사고일로부터 3년 이내로 해주시면 되겠습니다.
보험 청구와 관련된 더 자세한 내용은 성동구청 홈페이지에서 '성동구 구민생활안전보험'을 검색해 주시기 바랍니다.
감사합니다.",2024-07-29,2024-07-31
성동생명안전배움터 교육 구성과 신청방법 성동생명안전배움터 교육 구성과 신청방법 관련해서 궁금합니다.,"성동생명안전배움터는 2015년 개관한 서울시 최초의 지역형 종합안전체험장으로 심폐소생술, 자동심장충격기 사용법, 하임리히법 등 생명안전교육과 지진체험, 선박안전, 완강기 사용법, 소화기 사용법 등 다양한 생활안전 체험교육을 구성하여 운영합니다.
성동구민이라면 누구나 신청 가능하며, 교육 문의 및 예약은 성동생명안전배움터 02-2286-6087로 전화 주시면 친절히 안내드리겠습니다.",2024-07-26,2024-07-26
생활쓰레기(재활용아님) 배출방법이 궁금합니다. 생활쓰레기(재활용 아님) 배출방법이 궁금합니다. 관련해서 궁금합니다.,"일반 생활 쓰레기 배출방법
일반 생활 쓰레기는 각 동별로 정해진 배출일의 저녁 8시~ 12시에 해당 지역의 청소대행업체 종량제봉투를 사용하여 배출하시면 됩니다.
 배출장소
- 일반주택 및 사무실: 반드시 거주(영업) 하시는 가정(건물) 앞에 배출하셔야 합니다.(배출 장소 위반 시 10만 원의 과태료가 부과됩니다.)
- 공장: 소규모 공장 등에서 발생하는 폐기물(가내공업 폐기물-폐원단, 폐가죽, 폐고무 은 일반쓰레기와 혼합하지 말고 따로 분리하여 배출하셔야 하며 영업용 종량제봉투에 배출자 인적 사항(성명, 주소, 연락처)을 반드시 기재하여 주셔야 합니다.
- 아파트: 아파트별로 지정된 일시 및 장소에 거주 지역 청소대행업체의 종량제봉투를 사용하여 배출하시면 됩니다.
 배출방법
코팅 종이류, 재활용 할 수 없는 지저분한 병이나 캔 및 플라스틱류, 유리 병, 도자기류, 포장재, 폐페인트통, 신발, 피혁, 솜이불 등 불연성 쓰레기는 특수마대를 구입하여 배출해주시기 바랍니다.
특수마대에 틀어가지 않는 대형폐기물일 경우 대형생활폐기물로 신고 후 배출해 주세요.
 동별 배출일
월, 수, 금 화, 목, 일
사근동, 행당1동, 행당2동, 응봉동, 금호1가동, (금호2가동, 금호4가동, 성수1가1동, 성수1가2동, 성수2가3동, 옥수동(옥수리버젠, 옥수파크힐스 제외) 왕십리2동, 왕십리도선동, 마장동, (금호3가동, 성수2가1동, 송정동, 용답동, 옥수동(옥수리버젠, 옥수파크힐스)",2024-07-23,2024-07-23
종량제 봉투를 구매하려면 어디로 가면 되나요? 종량제 봉투를 구매하려면 어디로 가면 되나요? 관련해서 궁금합니다.,"종량제 봉투 및 특수마대 판매소 동별 현황입니다.
가까운 위치에 있는 종량제봉투 및 특수마대 판매소에서 봉투 구입 후 배출해주시기 바랍니다.
 종량제봉투에 담기 어려운 깨진 유리나 나무토막, 도자기류, 화분 등 집수리 후 발생하는 소량의 건축폐기물, 코팅지, 롤스티커지（일명 롤마끼 ）, 기타 종량제에 담기 어려운 폐기물 등은 특수마대에 담아서 배출해주시기 바랍니다.
특이사항란에 마대라고 적힌 곳은 특수마대를 판매하는 곳이니 구입하실 분께서는 참고해 주시기 바랍니다.
작은 용량의 종량제봉투 구입시 해당업소에 잔량이 있는지 전화로 문의 확인후 방문하시면 편리합니다.
 해당 동별 봉투 판매소 위치 및 기타 봉투 환불 문의는 아래 대행업체로 문의하시면 자세히 안내해드립니다.
- 고려도시개발 （02-463-4300）: 성수1-2,2-1,2-3, 옥수（리버젠, 파크힐스）, 한대병원
- 성동환경（02-2294-6300）: 마장,응봉,금호3가 및 4가, 옥수, 용답（자동차）
- 나라환경（02-2214-0075）: 도선,사근,행1,성1-1,용답, 이마트
- 신흥환경（02-2231-4426）: 왕2,행2,금호1가 및 2가,성1-2,송정
기타 궁금한 사항이 있으신 분들께서는 아래 번호로 문의주시기 바랍니다.
청소행정과: （02） 2286-5524",2024-07-23,2024-07-23
형광등과 건전지는 어떻게 버려야 하나요? 형광등이나 건전지는 어떻게 버려야 하나요? 관련해서 궁금합니다.,"배출방법
폐건전지녹슬지 않게 물기를 제거하고 원상태로 분리수거함(설치 위치: 성동구청 홈페이지 게시)에서 에 배출
폐형광등포장을 벗기어 모양별(막대기형, 원형, 전구형)로 구분한 후 깨지지 않게 가까운 분리수거함(설치 위치: 성동구청 홈페이지 게시)에 배출
 주의사항
백열등, 평판형·십자형·원반형 LED조명, 깨어진 형광등은 분리수거 대상이 아니므로 특수 규격 마대에 담아 배출합시다. (단, 전구형·직관형 LED조명은 분리배출품목에 해당되어 폐형광등 수거함에 배출해주세요.)",2024-07-23,2024-07-23
집에서 사용하던 소형가전은 어떻게 버려야 하나요? 집에서 사용하던 소형가전은 어떻게 버려야 하나요? 관련해서 궁금합니다.,"무상수거 폐소형가전은 신고 없이 재활용품과 같이 배출하시면 됩니다. 단, 아파트 및 성수동 지식산업센터 건물에서 5개 미만의 폐소형가전을 배출해야 할 때는 성동구청 청소행정과(02-2286-5543)로 전화신청 하시기 바랍니다.
대형 가전제품(TV, 냉장고, 에어컨, 김치냉장고  또는 5개 이상의 폐소형가전을 배출하는 경우에는 e순환거버넌스로 전화접수(1599-0903) 또는, 온라인 접수 (15990903.or.kr)하시기 바랍니다.",2024-07-23,2024-07-23
어려운 이웃을 발견했습니다. 어떻게 도움을 요청하나요? 어려운 이웃을 발견했습니다. 어떻게 도움을 요청하나요? 관련해서 궁금합니다.,"□ 도움이 필요하시거나, 어려운 이웃을 발견했을 때 다음과 같은 방법으로 복지 서비스를 요청할 수 있습니다.
   (성동구) 이를 통해 신고된 위기가구가 복지대상자(기초수급자)로 선정될 경우, 신고자에게 5만원의 포상금이 지급됩니다.(연 최대 10만원)
 거주 지역 주민센터 방문 또는 전화
  - 보건복지상담센터(129)
  - 다산콜센터(120)
  - 성동구청 복지사각지대 발굴 담당자(02-2286-6365)
 복지 포털 사이트 이용
  - 전국: 복지로(bokjiro.go.kr) 접속 - [복지위기알림] - [본인알림 또는 이웃알림]
  - 서울시: 서울복지포털(wis.seoul.go.kr) 접속 - [위기가구지원] - [온라인 신청]
 지자체 복지사각지대 발굴·상담 카카오톡 채널 이용
  ex) 카카오톡 친구목록에서 '성동이웃살피미' 검색 후 채널추가
       1:1 대화를 통해 실시간 복지 상담 및 위기가구 신고 가능
 복지 위기가구 알림앱 이용
  - 스마트폰 플레이스토어(안드로이드) 또는 앱스토어(아이폰)에서 ""복지위기알림"" 검색 후 ""복지위기알림앱"" 설치
  - 로그인 후 도움이 필요한 대상자 인적사항, 위기상황 입력, [알림하기]로 전달",2024-07-12,2024-07-23
주택가격 확인 방법은? 주택가격 확인 방법은? 관련해서 궁금합니다.,"주택가격은 인터넷 및 전화를 통해 확인 가능합니다.
   - 개별주택 : 부동산공시가격알리미(www.realtyprice.kr)  개별단독주택공시가격
   - 공동주택 : 부동산공시가격알리미(www.realtyprice.kr)  공동주택공시가격
 개별주택가격 : 성동구청 세무1과 재산3팀  02-2286-5329
   공동주택가격 : 한국부동산원 부동산 공시가격 콜센터  1644-2828
 제출용 서류는 구청 및 동사무소에서 ‘주택공시가격확인서’ 발급(수수료 발생)",2024-07-12,2024-07-23
보육료 변경 신청 및 연장보육 어린이집을 다음달부터 다니려고 합니다. 양육수당에서 연장보육료로 언제 전환신청해야하나요? 관련해서 궁금합니다.,"영유아보호자가 서비스간의 변경을 원할 경우, 주민센터 방문 또는 온라인(복지로 사이트)을 통해 사전에 변경신청을 거쳐야만 서비스를 지원할 수 있습니다. 단, 연장보육료를 신청할 경우에는 부모가 맞벌이임을 증빙할 수 있는 서류를 함께 구비하여야 합니다.
 
 양육수당 <-> 보육료
 신청월 15일 이내 변경 신청 : 변경신고일로부터 보육료 지원자격 부여, 해당월 양육수당 지원 불가
 신청월 16일 이후 변경 신청 : 해당월 양육수당 지원, 보육료 지원은 익월 1일자로 지원자격 부여
 유의사항 : 보육료와 양육수당 중복지급 X
 연장보육료 신청시 구비 서류
 4대보험 가입자, 다자녀, 한부모 등 : 시스템 연계
 4대보험 미가입자 : 재직증명서(근로확인서) 또는 소득금액증명원
 프리랜서 및 자영업자 : 사업자등록증명원 및 소득금액증명원
 예술인 : 예술활동 증명서
 무급가족종사자 : 가족관계증명서(배우자임을 증명), 연장보육신청사유서
 구직/취업준비자 : 구직급여수급자격증, 취업지원프로그램 참여확인서, 구직등록확인증(1인1회에 한하여 인정)
 학업 : 재학증명서/연구생증명서/논문심사의뢰서(접수번호,일자 기재)
 다문화 : 주민등록등본/가족관계증명서/'외국인등록증/기본증명서(귀화자)
 임신 : 임신진단서 (육아휴직의 경우, 연장반 인정이 불가하지만 복직 30일전에 복직예정신고서를 제출함으로써 30일전부터 연장반 인정 가능)",2024-07-12,2024-09-09
성북여성취업교육센터 이용 방법 문의 성북여성취업교육센터에 대해 알려주세요. 관련해서 궁금합니다.,"위치 : 성북구 회기로3길 17 (종암동)
 연락처 : 02-2088-8057
 내용 : 성북구 여성들의 직업능력개발과 취,창업프로그램 운영
 대상 : 성북구 거주 18세이상 여성 우선 (정원의 20%내 남성, 타구주민 수강 가능)
 운영 : 분기별 프로그램 운영
  - 수강생 모집 및 선정 : 성북여성취업교육센터 홈페이지 및 성북구 학습포털 교육수강신청 수강료 입금시 확정
  - 수강료 : 강좌별 상이 (1만원~7만원)
 강좌 : 국가자격증과정(ITQ, 전산회계, 한식조리사 , 민간자격증과정(펫푸드, 종이공예, 실버인지지도사 , 조리교육및창업과정(디저트, 카페푸드, 앙금케이크",2024-07-12,2024-09-09
방문요양기관을 설치하고 싶습니다. 방문요양기관 설치 방법이 궁금합니다. 관련해서 궁금합니다.,"재가노인복지시설이면서 장기요양기관이어야 방문요양서비스를 제공하실 있습니다. 따라서 방문요양 서비스를 제공하기 위해서는 재가노인복지시설 설치신고와 장기요양기관 지정신고를 거쳐야 합니다.
관할 시·군·구에 신고서류를 제출해주시면 서류 검토, 현장방문, 지정심사 등이 이루어지며 요건에 부합하다고 판단되어 신고가 수리되면 영업이 가능합니다.
 
2024년 노인보건복지 사업안내⓶
https://www.mohw.go.kr/board.es?mid=a10411010300&bid=0019&act=view&list_no=1480228
p.312~316에 재가노인복지시설 설치신고 관련 필요서류, 처리 절차, 신고수리요건 등이 상세하게 기재되어 있으니 참고바랍니다.",2024-07-05,2024-09-09
공동조리장 사용관련 문의 같은 건물에서 일반음식점을 각각 다른 상호로 영업하려고 하는데 장소가 좁아서 하나의 조리장으로 같이 사용하려고 하는데 가능한가요? 관련해서 궁금합니다.,"식품위생법 시행규칙 제36조 관련 [별표14]에 따르면 1명의 영업자가 같은 건물 내에서 휴게음식점, 제과점, 일반음식점 및 즉석판매제조·가공업의 영업중 둘 이상의 영업을 하려는 경우 하나의 조리장을 둘 이상의 영업에 공동으로 사용할 수 있습니다.
따라서 1명의 영업자가 같은 건물 내에서 두 개 이상의 영업을 하는 경우 조리장을 공동으로 사용하는 것은 가능합니다.",2024-07-04,2024-09-09
온라인 여권 발급 신청에 대해 알고 싶습니다. 온라인 여권 발급 신청에 대해 알고 싶습니다. 관련해서 궁금합니다.,"온라인 여권 발급 신청에 대해 안내해 드리겠습니다.
기존에 전자여권 발급 이력이 있는 18세이상 우리 국민이면 정부24 또는 영사민원24 홈페이지, 국민은행 모바일 앱(KB스타뱅킹)에서 신청 가능합니다.(본인인증필요)
 온라인 신청이 불가한 경우 : 생애 최초의 여권, 만18세 미만 미성년자, 병역미필자, 주민등록정보 정정자(개명자, 주민등록변호 변경자등), 기타 사유 등",2024-07-04,2024-09-09
여권 발급에 대해 알고 싶습니다. 여권 발급에 대해 알고 싶습니다. 관련해서 궁금합니다.,"여권 발급에 대해 안내해 드리겠습니다.
o 발급장소
- 국내 여권사무 대행기관 : 전국의 시청, 군청, 자치구청이며 주소지에 상관없이 신청가능
  (성북구의 경우 성북구청 2층 여권민원실)
- 재외공관
 재발급 시 온라인(정부24, 국민은행 모바일 앱(KB스타뱅킹)) 신청 가능
o 여권신청 구비서류 (일반인)
- 여권발급 신청서
- 신분증
- 6개월 이내 촬영한 여권용 사진 1매
- 수수료(현금 또는 카드결제)
- 유효기간이 남은 여권이 있을 경우 기존 여권 반드시 지참
 미성년자의 경우 법정대리인이 신청하며, 구비서류 동일
 사용가능한 모바일 신분증
 - 국가보훈등록증 : 모바일신분증(행정안전부) 앱 이용
 - 자동차운전면허증 : 모바일신분증(행정안전부) 앱 이용
 - 주민등록증 : 정부24앱 또는 통신사앱(PASS)을 통한 '주민등록증 모바일 확인 서비스' 이용
 - 민간앱(삼성월렛(구,삼성페이)을 통한 모바일 신분증 확인 서비스 
o 발급소요기간
- 여권신청에서 발급까지 근무일 기준 10일 소요되어 받으실 수 있습니다. (신청 건수 증가 등 제반 상황에 따라 2~3일 지연될 수 있습니다/토, 일, 공휴일 휴무)",2024-07-04,2024-09-09
영업용 승용자동차와 비영업용 승용자동차 자동차세가 다른가요? 영업용 승용자동차와 비영업용 승용자동차 자동차세가 다른가요? 관련해서 궁금합니다.,"네 다릅니다.
 
승용자동차의 경우 지방세법 제 127조 제1항 제1호에 따르면 다음 표에 따라 배기량에 시시당 세액을 곱하여
산정한 세액을 자동차 1대당 연세액으로 합니다.
영업용 비영업용
배기량 시시당 세액 배기량 시시당세액
1,000cc 이하 18원 1,000cc 이하 80원
1,600cc 이하 18원 1,600cc 이하 140원
2,000cc 이하 19원 1,600cc 초과 200원
2,500cc 이하 19원
2,500cc 초과 24원
 
 비영업용 승용자동차 중 차령이 3년 이상인 자동차에 대하여는 위 계산식에 따라 산출된 세액에 1년 경과시 5%씩, 최고 50%까지 경감됩니다.",2024-07-04,2024-09-09
성북구 관내 위해업소의 추이와 현황 질문에 대한 답변 성북구 관래 위해업소의 추이와 현황이 궁금합니다. 관련해서 궁금합니다.,"위해업소 단속 T/F팀은 2019. 학교 및 주택가 주변에 밀집되어 있는 위해업소(일명 맥양집)의 근절을 위해 신설된 이후 지속적인 민관 합동 단속을 실시하고 있으며, 위해업소 수는 위해업소 단속팀이 생긴 2019년 103개에서 지속적인 단속 활동으로 2024. 기준 55개로 그 수가 지속적으로 감소하고 있는 상황입니다.",2024-07-04,2024-09-09
성북구내 영업용 화물자동차 주소변경 안내 성북구내 영업용 화물자동차 주소변경 안내 관련해서 궁금합니다.,"영업용 화물자동차(용달, 개별)면허 소지자께서 이사를 하실 경우,
자동차는 전입신고와 함께 자동으로 사용본거지와 주소가 옮겨집니다. 하지만, 영업용 면허의 경우, 「화물자동차 운수사업법」 시행령 제3조(화물자동차 운송사업의 허가 및 신고 대상) 및 동법 시행규칙 제10조(허가사항의 경미한 변경신고)에 해당하여 변경사유가 발생하고 30일 이내에 별도 신고 절차가 필요합니다. 이에따라,
- 서울시(성북구포함)내에서 이사를 하실 경우, 해당 협회에 방문하시어 허가사항 변경신고서를 제출 ‧ 주소변경필증을 발급받아 전입관청에 신고 및 기존 허가증 반납 후, 바뀐 주소지로 허가증 재발급 받으시면 됩니다.
- 그외, 서울시외로 이사하신 경우 별도 허가이관 신고 절차가 필요합니다. 이 경우, 영업용 번호가 서울번호가 아닌 바뀐 주소지의 행정구역 번호가 부여됩니다. 해당신고는 기존의 전출관청으로 하셔야 합니다.
신고를 받은 전출청에서 전입청으로 전출 알림 공문을 송부 후, 전입청에서 별도 안내가 갈 예정이므로 추후,
전입청의 안내에 따라 면허번호와 차량 번호를 등록하시면 됩니다.
구비서류는 관할지자체마다 상이할 수 있으므로 해당 시군구에 별도 문의하시기 바랍니다.
<허가이관(전출)시 기본 구비서류 안내>
- 운송사업 변경허가신청서
- 변경된사항을 증명하는 서류 등
주소지 이전은 관할관청이 변경되는 사항이므로 번거로우시더라도 꼭 변경하시어
투명한 화물운송 환경조성에 기여해 주시기 바랍니다. 감사합니다.",2024-07-04,2024-09-09
서울시 안심 집수리 융자 및 이자 지원 사업 신청방법  서울시 안심 집수리 융자 및 이자 지원 사업 신청기간은 어떻게 되나요?  지원조건 등 관련정보를 어디서 확인할 수 있나요?  신청절차는 어떻게 되나요? 관련해서 궁금합니다.,"서울시 안심 집수리 융자 및 이자 지원 사업 신청기간은 어떻게 되나요?
  - 서울시 안심 집수리 융자 및 이자 지원 사업은 노후 저층주택 집수리 활성화를 위해 집수리 비용을 융자 또는 이자 지원해주는 사업으로, 2024년 서울시 안심 집수리 융자 및 이자 지원 사업의 신청기간은 융자지원 사업의 경우 2024.2월~6월까지 접수를 진행하였으며, 2024.1~10.31(단,서울시 예산 소진 시까지) 까지 추가모집을 하고 있습니다. 이자지원 사업은 2024.2월~12월(단,서울시 예산 소진 시까지) 까지 상시접수 중입니다. 서울시에서 지원하는 안심 집수리 융자 및 이자지원 사업은 매년 신청기간 및 지원내용에 변동사항이 있기 때문에 관련 홈페이지를 확인해 보셔야 합니다.
 지원조건 등 관련정보를 어디서 확인할 수 있나요?
 - 네이버 등 검색사이트에서 <서울시 집수리닷컴>을 검색하시면 서울시 집수리닷컴 홈페이지(jibsuri.seoul.go.kr)를 확인하실 수 있습니다. 홈페이지 메뉴 중 <집수리지원> 또는 <알림소통-공지사항>항목에서 안심 집수리 융자 및 이자 지원사업 관련정보를 확인하실 수 있습니다.
 신청절차는 어떻게 되나요?
 - 안심 집수리 융자 및 이자지원 사업은 서울시 전역의 노후 저층주택을 대상으로 하고 있으며, 융자지원 사업은 사용승인 후 20년 이상된 저층주택, 이자지원 사업은 사용승인 후 10년 이상된 저층주택이 지원 대상이 됩니다. 지원 신청자는 등기부등본 상 토지 및 건물 소유자이며, 신청절차는 먼저 서울시에서 지정된 금융기관을 방문하여 신용조회를 진행한 후 융자신청서를 자치구 담당부서에 제출하셔야 합니다. 신청서류가 접수되면 구청에서 제출서류를 검토후 서울시에 통보하게 되며, 서울시에서 대상자 선정 후 선정결과를 신청인에게 통보하게 됩니다. 지원금액, 지원조건 및 지원절차에 대한 상세한 내용은 서울시 집수리닷컴에서 확인해 보실 수 있습니다.",2024-07-03,2024-09-09
성북구 내 가로주택정비사업구역 현황을 알고 싶습니다. 성북구 내 가로주택정비사업구역 현황을 알고 싶습니다. 관련해서 궁금합니다.,"안녕하십니까?
구정에 많은 관심을 가지고 소중한 시간내시어 질의 보내주신 것에 대해 감사드리며, 귀하께서 문의하신 사항에 대해 아래와 같이 회신합니다.
성북구 내 가로주택사업 현황은 현재 정비사업 정보몽땅(cleanup.seoul.go.kr)에서 확인하실 수 있습니다.
검색 창에 정비사업 정보몽땅 검색 후 정보공개현활-사업장검색-지도상에 성북구 선택-사업구분에 가로주택정비 체크 후 검색을 하시면 현재 성북구 내 가로주택정비사업 현황을 쉽게 찾아보실 수 있습니다.",2024-07-03,2024-09-09
개발행위 관련 사고지란? 개발행위 관련 사고지란? 관련해서 궁금합니다.,"►사고지 : 서울시 도시계획조례 제68조의2에 의거 고의 또는 불법으로 임목이 훼손되었거나 지형이 변경되어 원상회복이 이루어지지 않은 토지
►사고지 해제방법 : 토지소유자가 원상회복 계획서 및 복구 계획도면 등을 작성 제출한 경우, 원상회복 계획의 적합여부 등 관계부서 협의를 거쳐 도시계획위원회에 상정하여 결정 후 복원하고, 원상복구 준공 되었을 경우 3년 경과 후(수목식재 활착기간) 사고지 해제",2024-07-03,2024-09-09
도시계획위원회 심의 및 자문 대상을 알고 싶어요. 도시계획위원회 심의 및 자문 대상을 알고 싶어요. 관련해서 궁금합니다.,"►위원회 심의 및 자문대상
- 도시관리계획(용도지역지구구역, 도시계획시설)의 결정 및 변경
- 개발행위(토지의 형질변경, 공작물 설치  허가 및 변경허가
- 개발제한구역의 지정 및 관리에 관한 특별조치법 등 다른 법률에서 규정한 사항 및 개발제한구역 내 건축행위 등
- 기타 도시관리계획에 관련된 사항으로 구청장이 요청하는 사항",2024-07-03,2024-09-09
신통기획 재개발 절차가 어떻게 되나요? 신통기획 재개발 절차가 어떻게 되나요? 관련해서 궁금합니다.,"서울시에서 진행 중인 '신속통합기획 주택재개발사업'은 다음과 같이 진행됩니다.
 신속통합기획 수립
  - 자치구-서울시-주민이 원팀을 이루어 사업성과 공공성의 균형을 이룬 가이드라인을 제시합니다.
 정비계획 수립 및 정비구역 지정
  - 신속통합기획 가이드라인을 바탕으로 후보지의 정비계획을 수립하고 정비구역으로 지정합니다.
  - 이때 동의 요건은 토지등소유자 1/2 이상, 토지면적 1/2 이상입니다. 
 추진위원회 승인 및 조합설립인가
  - 사업시행을 위한 주민들로 구성된 단체인 추진위원회와 조합을 설립하게 됩니다.
  - 주민의견에 따라 추진위원회 단계를 생략하고 바로 조합을 설립할 수도 있습니다.
 통합심의
  - 건축, 경관, 교통, 환경, 교육 등 분야별 내용에 대한 통합심의를 진행하게 됩니다.
 사업시행계획인가
  - 조합(사업시행자)이 통합심의 내용을 반영한 사업시행계획을 수립하여 자치구에 인가를 받습니다.
 관리처분계획인가
  -  조합(사업시행자)은 인가받은 사업시행계획을 토대로 분양신청을 받아 관리처분계획을 수립하여 자치구에 인가를 받습니다.
 이주 및 철거
  - 관리처분계획인가를 받은 사업장은 이주 및 철거를 진행합니다.
 착공 및 준공
  - 철거가 완료되면 착공을 시작하고, 공사가 완료되면 준공인가를 받아 입주가 가능합니다.
 조합 청산 및 해산
  - 입주가 완료되면, 조합은 절차에 따라 청산 및 해산 절차를 진행합니다.
궁금하신 내용에 도움이 되셨기를 바라며, 추가로 궁금하신 사항은 성북구청 도시정비신속추진단(02-2241-2782)으로 연락주시기 바랍니다.",2024-07-03,2024-09-09
AI·IoT기반 어르신 건강관리서비스가 무엇인가요? AI·IoT기반 어르신 건강관리서비스가 무엇인가요? 관련해서 궁금합니다.,"AI·IoT기반 어르신 건강관리서비스에 대해 안내해 드릴게요.
 
◯ 대상 : 허약  만성질환 관리 및 건강관리 행태 개선이 필요한 성북구 거주 65세 이상 어르신(선착순 모집)
 제외 : 노인장기요양등급자(1~5등급), 손목닥터9988 참여 대상자, 국민건강보험공단 만성질환관리 자가측정기기 지원 대상자
 
◯ 사업내용 : 스마트폰 '오늘건강' 앱을 이용한 6개월 간 비대면 건강관리서비스 실시
 손목활동량계, 체중계 - 전체 참여자 대여
 혈압계, 혈당계, AI 스피커 - 건강문제 파악 후 선별 대여
 
◯ 참여혜택 : 6개월 참여자에게 블루투스 활동량계, 체중계 지급 및 소정의 상품 제공
 
◯ 신청방법 : 성북구보건소 9층 어르신 건강관리 상담실 02)2241-6126~9, 동주민센터 방문간호사",2024-07-03,2024-09-09
성북구 홈페이지 로그인이 안됩니다. 성북구 홈페이지 로그인이 안됩니다. 관련해서 궁금합니다.,"아이디/비밀번호가 올바른지 확인해주세요.
아이디/비밀번호를 분실하였을 경우, [아이디/비밀번호 찾기]를 클릭하여 진행해주세요.
 탈퇴회원인지 확인해주세요.
성북구는 개인정보 보호지침에 따라 최종 로그인 이후 2년간 미접속한 회원은 탈퇴처리 하고 있습니다.
탈퇴일 기준으로 30일 전, 7일 전에 문자를 발송하고 있으니 탈퇴일 전 로그인해주세요.
만약 탈퇴처리 되었다면 새로 회원가입을 진행해주세요.
 단, 기존아이디 재사용은 불가합니다.",2024-07-03,2024-09-09
